GO_ID,term,GOSlim_bin,aspect
GO:0034075,arabidiol synthase activity,other molecular function,F
GO:0034076,cucurbitadienol synthase activity,other molecular function,F
GO:0034077,butanediol metabolic process,other metabolic processes,P
GO:0034078,butanediol catabolic process,other metabolic processes,P
GO:0034079,butanediol biosynthetic process,other metabolic processes,P
GO:0034080,CenH3-containing nucleosome assembly at centromere,cell organization and biogenesis,P
GO:0034081,polyketide synthase complex,other cellular component,C
GO:0034082,type II polyketide synthase complex,other cellular component,C
GO:0034083,type III polyketide synthase complex,other cellular component,C
GO:0034084,steryl deacetylase activity,other molecular function,F
GO:0034085,establishment of sister chromatid cohesion,cell cycle and proliferation,P
GO:0034085,establishment of sister chromatid cohesion,cell organization and biogenesis,P
GO:0034086,maintenance of sister chromatid cohesion,cell cycle and proliferation,P
GO:0034086,maintenance of sister chromatid cohesion,cell organization and biogenesis,P
GO:0034087,establishment of mitotic sister chromatid cohesion,cell cycle and proliferation,P
GO:0034087,establishment of mitotic sister chromatid cohesion,cell organization and biogenesis,P
GO:0034088,maintenance of mitotic sister chromatid cohesion,cell cycle and proliferation,P
GO:0034088,maintenance of mitotic sister chromatid cohesion,cell organization and biogenesis,P
GO:0034089,establishment of meiotic sister chromatid cohesion,cell cycle and proliferation,P
GO:0034089,establishment of meiotic sister chromatid cohesion,cell organization and biogenesis,P
GO:0034090,maintenance of meiotic sister chromatid cohesion,cell cycle and proliferation,P
GO:0034090,maintenance of meiotic sister chromatid cohesion,cell organization and biogenesis,P
GO:0034091,regulation of maintenance of sister chromatid cohesion,cell cycle and proliferation,P
GO:0034091,regulation of maintenance of sister chromatid cohesion,cell organization and biogenesis,P
GO:0034092,negative regulation of maintenance of sister chromatid cohesion,cell cycle and proliferation,P
GO:0034092,negative regulation of maintenance of sister chromatid cohesion,cell organization and biogenesis,P
GO:0034093,positive regulation of maintenance of sister chromatid cohesion,cell cycle and proliferation,P
GO:0034093,positive regulation of maintenance of sister chromatid cohesion,cell organization and biogenesis,P
GO:0034094,regulation of maintenance of meiotic sister chromatid cohesion,cell cycle and proliferation,P
GO:0034094,regulation of maintenance of meiotic sister chromatid cohesion,cell organization and biogenesis,P
GO:0034095,negative regulation of maintenance of meiotic sister chromatid cohesion,cell cycle and proliferation,P
GO:0034095,negative regulation of maintenance of meiotic sister chromatid cohesion,cell organization and biogenesis,P
GO:0034096,positive regulation of maintenance of meiotic sister chromatid cohesion,cell cycle and proliferation,P
GO:0034096,positive regulation of maintenance of meiotic sister chromatid cohesion,cell organization and biogenesis,P
GO:0034097,response to cytokine stimulus,other biological processes,P
GO:0034098,Cdc48p-Npl4p-Ufd1p AAA ATPase complex,ER/Golgi,C
GO:0034098,Cdc48p-Npl4p-Ufd1p AAA ATPase complex,other membranes,C
GO:0034099,luminal surveillance complex,ER/Golgi,C
GO:0034101,erythrocyte homeostasis,other biological processes,P
GO:0034102,erythrocyte clearance,other biological processes,P
GO:0034103,regulation of tissue remodeling,other biological processes,P
GO:0034104,negative regulation of tissue remodeling,other biological processes,P
GO:0034105,positive regulation of tissue remodeling,other biological processes,P
GO:0034106,regulation of erythrocyte clearance,other biological processes,P
GO:0034107,negative regulation of erythrocyte clearance,other biological processes,P
GO:0034108,positive regulation of erythrocyte clearance,other biological processes,P
GO:0034109,homotypic cell-cell adhesion,cell adhesion,P
GO:0034110,regulation of homotypic cell-cell adhesion,cell adhesion,P
GO:0034111,negative regulation of homotypic cell-cell adhesion,cell adhesion,P
GO:0034112,positive regulation of homotypic cell-cell adhesion,cell adhesion,P
GO:0034113,heterotypic cell-cell adhesion,cell adhesion,P
GO:0034114,regulation of heterotypic cell-cell adhesion,cell adhesion,P
GO:0034115,negative regulation of heterotypic cell-cell adhesion,developmental processes,P
GO:0034115,negative regulation of heterotypic cell-cell adhesion,cell adhesion,P
GO:0034116,positive regulation of heterotypic cell-cell adhesion,developmental processes,P
GO:0034116,positive regulation of heterotypic cell-cell adhesion,cell adhesion,P
GO:0034117,erythrocyte aggregation,cell adhesion,P
GO:0034118,regulation of erythrocyte aggregation,cell adhesion,P
GO:0034119,negative regulation of erythrocyte aggregation,cell adhesion,P
GO:0034120,positive regulation of erythrocyte aggregation,cell adhesion,P
GO:0034121,regulation of toll-like receptor signaling pathway,signal transduction,P
GO:0034121,regulation of toll-like receptor signaling pathway,stress response,P
GO:0035060,brahma complex,nucleus,C
GO:0034122,negative regulation of toll-like receptor signaling pathway,signal transduction,P
GO:0034122,negative regulation of toll-like receptor signaling pathway,stress response,P
GO:0034123,positive regulation of toll-like receptor signaling pathway,signal transduction,P
GO:0034123,positive regulation of toll-like receptor signaling pathway,stress response,P
GO:0034124,regulation of MyD88-dependent toll-like receptor signaling pathway,signal transduction,P
GO:0034124,regulation of MyD88-dependent toll-like receptor signaling pathway,stress response,P
GO:0034125,negative regulation of MyD88-dependent toll-like receptor signaling pathway,signal transduction,P
GO:0034125,negative regulation of MyD88-dependent toll-like receptor signaling pathway,stress response,P
GO:0034126,positive regulation of MyD88-dependent toll-like receptor signaling pathway,signal transduction,P
GO:0034126,positive regulation of MyD88-dependent toll-like receptor signaling pathway,stress response,P
GO:0034127,regulation of MyD88-independent toll-like receptor signaling pathway,signal transduction,P
GO:0034127,regulation of MyD88-independent toll-like receptor signaling pathway,stress response,P
GO:0034128,negative regulation of MyD88-independent toll-like receptor signaling pathway,signal transduction,P
GO:0034128,negative regulation of MyD88-independent toll-like receptor signaling pathway,stress response,P
GO:0034129,positive regulation of MyD88-independent toll-like receptor signaling pathway,signal transduction,P
GO:0034129,positive regulation of MyD88-independent toll-like receptor signaling pathway,stress response,P
GO:0034130,toll-like receptor 1 signaling pathway,signal transduction,P
GO:0034130,toll-like receptor 1 signaling pathway,stress response,P
GO:0034131,regulation of toll-like receptor 1 signaling pathway,signal transduction,P
GO:0034131,regulation of toll-like receptor 1 signaling pathway,stress response,P
GO:0034132,negative regulation of toll-like receptor 1 signaling pathway,signal transduction,P
GO:0034132,negative regulation of toll-like receptor 1 signaling pathway,stress response,P
GO:0034133,positive regulation of toll-like receptor 1 signaling pathway,signal transduction,P
GO:0034133,positive regulation of toll-like receptor 1 signaling pathway,stress response,P
GO:0034134,toll-like receptor 2 signaling pathway,signal transduction,P
GO:0034134,toll-like receptor 2 signaling pathway,stress response,P
GO:0034135,regulation of toll-like receptor 2 signaling pathway,signal transduction,P
GO:0034135,regulation of toll-like receptor 2 signaling pathway,stress response,P
GO:0034136,negative regulation of toll-like receptor 2 signaling pathway,signal transduction,P
GO:0034136,negative regulation of toll-like receptor 2 signaling pathway,stress response,P
GO:0034137,positive regulation of toll-like receptor 2 signaling pathway,signal transduction,P
GO:0034137,positive regulation of toll-like receptor 2 signaling pathway,stress response,P
GO:0034138,toll-like receptor 3 signaling pathway,signal transduction,P
GO:0034138,toll-like receptor 3 signaling pathway,stress response,P
GO:0034139,regulation of toll-like receptor 3 signaling pathway,signal transduction,P
GO:0034139,regulation of toll-like receptor 3 signaling pathway,stress response,P
GO:0034140,negative regulation of toll-like receptor 3 signaling pathway,signal transduction,P
GO:0034140,negative regulation of toll-like receptor 3 signaling pathway,stress response,P
GO:0034141,positive regulation of toll-like receptor 3 signaling pathway,signal transduction,P
GO:0034141,positive regulation of toll-like receptor 3 signaling pathway,stress response,P
GO:0034142,toll-like receptor 4 signaling pathway,signal transduction,P
GO:0034142,toll-like receptor 4 signaling pathway,stress response,P
GO:0034143,regulation of toll-like receptor 4 signaling pathway,signal transduction,P
GO:0034143,regulation of toll-like receptor 4 signaling pathway,stress response,P
GO:0034144,negative regulation of toll-like receptor 4 signaling pathway,signal transduction,P
GO:0034144,negative regulation of toll-like receptor 4 signaling pathway,stress response,P
GO:0034145,positive regulation of toll-like receptor 4 signaling pathway,signal transduction,P
GO:0034145,positive regulation of toll-like receptor 4 signaling pathway,stress response,P
GO:0034146,toll-like receptor 5 signaling pathway,signal transduction,P
GO:0034146,toll-like receptor 5 signaling pathway,stress response,P
GO:0034147,regulation of toll-like receptor 5 signaling pathway,signal transduction,P
GO:0034147,regulation of toll-like receptor 5 signaling pathway,stress response,P
GO:0034148,negative regulation of toll-like receptor 5 signaling pathway,signal transduction,P
GO:0034148,negative regulation of toll-like receptor 5 signaling pathway,stress response,P
GO:0034149,positive regulation of toll-like receptor 5 signaling pathway,signal transduction,P
GO:0034149,positive regulation of toll-like receptor 5 signaling pathway,stress response,P
GO:0034150,toll-like receptor 6 signaling pathway,signal transduction,P
GO:0034150,toll-like receptor 6 signaling pathway,stress response,P
GO:0034151,regulation of toll-like receptor 6 signaling pathway,signal transduction,P
GO:0034151,regulation of toll-like receptor 6 signaling pathway,stress response,P
GO:0034152,negative regulation of toll-like receptor 6 signaling pathway,signal transduction,P
GO:0034152,negative regulation of toll-like receptor 6 signaling pathway,stress response,P
GO:0034153,positive regulation of toll-like receptor 6 signaling pathway,signal transduction,P
GO:0034153,positive regulation of toll-like receptor 6 signaling pathway,stress response,P
GO:0034154,toll-like receptor 7 signaling pathway,signal transduction,P
GO:0034154,toll-like receptor 7 signaling pathway,stress response,P
GO:0034155,regulation of toll-like receptor 7 signaling pathway,signal transduction,P
GO:0034155,regulation of toll-like receptor 7 signaling pathway,stress response,P
GO:0034156,negative regulation of toll-like receptor 7 signaling pathway,signal transduction,P
GO:0034156,negative regulation of toll-like receptor 7 signaling pathway,stress response,P
GO:0034157,positive regulation of toll-like receptor 7 signaling pathway,signal transduction,P
GO:0034157,positive regulation of toll-like receptor 7 signaling pathway,stress response,P
GO:0034158,toll-like receptor 8 signaling pathway,signal transduction,P
GO:0034158,toll-like receptor 8 signaling pathway,stress response,P
GO:0034159,regulation of toll-like receptor 8 signaling pathway,signal transduction,P
GO:0034159,regulation of toll-like receptor 8 signaling pathway,stress response,P
GO:0034160,negative regulation of toll-like receptor 8 signaling pathway,signal transduction,P
GO:0034160,negative regulation of toll-like receptor 8 signaling pathway,stress response,P
GO:0034161,positive regulation of toll-like receptor 8 signaling pathway,signal transduction,P
GO:0034161,positive regulation of toll-like receptor 8 signaling pathway,stress response,P
GO:0034162,toll-like receptor 9 signaling pathway,signal transduction,P
GO:0034162,toll-like receptor 9 signaling pathway,stress response,P
GO:0034163,regulation of toll-like receptor 9 signaling pathway,signal transduction,P
GO:0034163,regulation of toll-like receptor 9 signaling pathway,stress response,P
GO:0034164,negative regulation of toll-like receptor 9 signaling pathway,signal transduction,P
GO:0034164,negative regulation of toll-like receptor 9 signaling pathway,stress response,P
GO:0034165,positive regulation of toll-like receptor 9 signaling pathway,signal transduction,P
GO:0034165,positive regulation of toll-like receptor 9 signaling pathway,stress response,P
GO:0034166,toll-like receptor 10 signaling pathway,signal transduction,P
GO:0034166,toll-like receptor 10 signaling pathway,stress response,P
GO:0034167,regulation of toll-like receptor 10 signaling pathway,signal transduction,P
GO:0034167,regulation of toll-like receptor 10 signaling pathway,stress response,P
GO:0034168,negative regulation of toll-like receptor 10 signaling pathway,signal transduction,P
GO:0034168,negative regulation of toll-like receptor 10 signaling pathway,stress response,P
GO:0034169,positive regulation of toll-like receptor 10 signaling pathway,signal transduction,P
GO:0034169,positive regulation of toll-like receptor 10 signaling pathway,stress response,P
GO:0034170,toll-like receptor 11 signaling pathway,signal transduction,P
GO:0034170,toll-like receptor 11 signaling pathway,stress response,P
GO:0034171,regulation of toll-like receptor 11 signaling pathway,signal transduction,P
GO:0034171,regulation of toll-like receptor 11 signaling pathway,stress response,P
GO:0034172,negative regulation of toll-like receptor 11 signaling pathway,signal transduction,P
GO:0034172,negative regulation of toll-like receptor 11 signaling pathway,stress response,P
GO:0034173,positive regulation of toll-like receptor 11 signaling pathway,signal transduction,P
GO:0034173,positive regulation of toll-like receptor 11 signaling pathway,stress response,P
GO:0034174,toll-like receptor 12 signaling pathway,signal transduction,P
GO:0034174,toll-like receptor 12 signaling pathway,stress response,P
GO:0034175,regulation of toll-like receptor 12 signaling pathway,signal transduction,P
GO:0034175,regulation of toll-like receptor 12 signaling pathway,stress response,P
GO:0034176,negative regulation of toll-like receptor 12 signaling pathway,signal transduction,P
GO:0034176,negative regulation of toll-like receptor 12 signaling pathway,stress response,P
GO:0034177,positive regulation of toll-like receptor 12 signaling pathway,signal transduction,P
GO:0034177,positive regulation of toll-like receptor 12 signaling pathway,stress response,P
GO:0034178,toll-like receptor 13 signaling pathway,signal transduction,P
GO:0034178,toll-like receptor 13 signaling pathway,stress response,P
GO:0034179,regulation of toll-like receptor 13 signaling pathway,signal transduction,P
GO:0034179,regulation of toll-like receptor 13 signaling pathway,stress response,P
GO:0034180,negative regulation of toll-like receptor 13 signaling pathway,signal transduction,P
GO:0034180,negative regulation of toll-like receptor 13 signaling pathway,stress response,P
GO:0034181,positive regulation of toll-like receptor 13 signaling pathway,signal transduction,P
GO:0034181,positive regulation of toll-like receptor 13 signaling pathway,stress response,P
GO:0034182,regulation of maintenance of mitotic sister chromatid cohesion,cell cycle and proliferation,P
GO:0034182,regulation of maintenance of mitotic sister chromatid cohesion,cell organization and biogenesis,P
GO:0034183,negative regulation of maintenance of mitotic sister chromatid cohesion,cell cycle and proliferation,P
GO:0034183,negative regulation of maintenance of mitotic sister chromatid cohesion,cell organization and biogenesis,P
GO:0034184,positive regulation of maintenance of mitotic sister chromatid cohesion,cell cycle and proliferation,P
GO:0034184,positive regulation of maintenance of mitotic sister chromatid cohesion,cell organization and biogenesis,P
GO:0034185,apolipoprotein binding,other molecular function,F
GO:0034186,apolipoprotein A-I binding,other molecular function,F
GO:0034187,apolipoprotein E binding,other molecular function,F
GO:0034188,apolipoprotein A-I receptor activity,signal transduction activity,F
GO:0034189,very-low-density lipoprotein binding,other molecular function,F
GO:0034190,apolipoprotein receptor binding,signal transduction activity,F
GO:0034191,apolipoprotein A-I receptor binding,signal transduction activity,F
GO:0034192,D-galactonate metabolic process,other metabolic processes,P
GO:0034193,L-galactonate metabolic process,other metabolic processes,P
GO:0034194,D-galactonate catabolic process,other metabolic processes,P
GO:0034195,L-galactonate catabolic process,other metabolic processes,P
GO:0034196,acylglycerol transport,transport,P
GO:0034197,triglyceride transport,transport,P
GO:0034198,cellular response to amino acid starvation,stress response,P
GO:0034199,activation of protein kinase A activity,other metabolic processes,P
GO:0034200,"D,D-heptose 1,7-bisphosphate phosphatase activity",other molecular function,F
GO:0034201,response to oleic acid,other biological processes,P
GO:0034202,glycolipid-translocating activity,transporter activity,F
GO:0034203,glycolipid translocation,transport,P
GO:0034203,glycolipid translocation,cell organization and biogenesis,P
GO:0034204,lipid translocation,transport,P
GO:0034205,beta-amyloid formation,other metabolic processes,P
GO:0034206,enhanceosome,other cellular component,C
GO:0034207,steroid acetylation,other metabolic processes,P
GO:0034208,steroid deacetylation,other metabolic processes,P
GO:0034209,sterol acetylation,other metabolic processes,P
GO:0034210,sterol deacetylation,other metabolic processes,P
GO:0034211,GTP-dependent protein kinase activity,kinase activity,F
GO:0034212,peptide N-acetyltransferase activity,other molecular function,F
GO:0034213,quinolinate catabolic process,other metabolic processes,P
GO:0034214,protein hexamerization,cell organization and biogenesis,P
GO:0034215,thiamin:hydrogen symporter activity,transporter activity,F
GO:0034216,high-affinity thiamin:hydrogen symporter activity,transporter activity,F
GO:0034217,ascospore wall chitin biosynthetic process,other metabolic processes,P
GO:0034218,ascospore wall chitin metabolic process,other metabolic processes,P
GO:0034219,transmembrane carbohydrate transport,transport,P
GO:0034220,transmembrane ion transport,transport,P
GO:0034221,fungal-type cell wall chitin biosynthetic process,other metabolic processes,P
GO:0034222,regulation of cell wall chitin metabolic process,other metabolic processes,P
GO:0034222,regulation of cell wall chitin metabolic process,cell organization and biogenesis,P
GO:0034223,regulation of ascospore wall chitin biosynthetic process,cell cycle and proliferation,P
GO:0034223,regulation of ascospore wall chitin biosynthetic process,other metabolic processes,P
GO:0034223,regulation of ascospore wall chitin biosynthetic process,cell organization and biogenesis,P
GO:0034224,cellular response to zinc ion starvation,stress response,P
GO:0034225,regulation of transcription from RNA polymerase II promoter in response to zinc ion starvation,stress response,P
GO:0034225,regulation of transcription from RNA polymerase II promoter in response to zinc ion starvation,RNA metabolism,P
GO:0034226,lysine import,transport,P
GO:0034227,tRNA thio-modification,RNA metabolism,P
GO:0034228,ethanolamine transmembrane transporter activity,transporter activity,F
GO:0034229,ethanolamine transport,transport,P
GO:0034230,enkephalin processing,protein metabolism,P
GO:0034231,islet amyloid polypeptide processing,protein metabolism,P
GO:0034232,ascospore wall chitin catabolic process,other metabolic processes,P
GO:0034233,regulation of cell wall chitin catabolic process,other metabolic processes,P
GO:0034233,regulation of cell wall chitin catabolic process,cell organization and biogenesis,P
GO:0034234,regulation of ascospore wall chitin catabolic process,other metabolic processes,P
GO:0034234,regulation of ascospore wall chitin catabolic process,cell organization and biogenesis,P
GO:0034235,GPI anchor binding,other molecular function,F
GO:0034236,protein kinase A catalytic subunit binding,other molecular function,F
GO:0034237,protein kinase A regulatory subunit binding,other molecular function,F
GO:0034238,macrophage fusion,cell organization and biogenesis,P
GO:0034239,regulation of macrophage fusion,cell organization and biogenesis,P
GO:0034240,negative regulation of macrophage fusion,cell organization and biogenesis,P
GO:0034241,positive regulation of macrophage fusion,cell organization and biogenesis,P
GO:0034242,negative regulation of syncytium formation by plasma membrane fusion,cell organization and biogenesis,P
GO:0034243,regulation of RNA elongation from RNA polymerase II promoter,RNA metabolism,P
GO:0034244,negative regulation of RNA elongation from RNA polymerase II promoter,RNA metabolism,P
GO:0034245,mitochondrial DNA-directed RNA polymerase complex,mitochondrion,C
GO:0034246,mitochondrial transcription initiation factor activity,transcription regulatory activity,F
GO:0034247,snoRNA splicing,RNA metabolism,P
GO:0034248,regulation of amide metabolic process,other metabolic processes,P
GO:0034249,negative regulation of amide metabolic process,other metabolic processes,P
GO:0034250,positive regulation of amide metabolic process,other metabolic processes,P
GO:0034251,regulation of amide catabolic process,other metabolic processes,P
GO:0034252,negative regulation of amide catabolic process,other metabolic processes,P
GO:0034253,positive regulation of amide catabolic process,other metabolic processes,P
GO:0034254,regulation of urea catabolic process,other metabolic processes,P
GO:0034255,regulation of urea metabolic process,other metabolic processes,P
GO:0034256,chlorophyll(ide) b reductase activity,other molecular function,F
GO:0034257,nicotinamide riboside transporter activity,transporter activity,F
GO:0034258,nicotinamide riboside transport,transport,P
GO:0034259,negative regulation of Rho GTPase activity,signal transduction,P
GO:0034260,negative regulation of GTPase activity,other biological processes,P
GO:0034261,negative regulation of Ras GTPase activity,signal transduction,P
GO:0034263,autophagy in response to ER overload,signal transduction,P
GO:0034263,autophagy in response to ER overload,stress response,P
GO:0034263,autophagy in response to ER overload,other metabolic processes,P
GO:0034264,isopentenyl adenine metabolic process,other metabolic processes,P
GO:0034265,isopentenyl adenine biosynthetic process,other metabolic processes,P
GO:0034266,isopentenyl adenine catabolic process,other metabolic processes,P
GO:0034267,discadenine metabolic process,other metabolic processes,P
GO:0034268,discadenine biosynthetic process,other metabolic processes,P
GO:0034269,discadenine catabolic process,other metabolic processes,P
GO:0034270,CVT complex,other cellular component,C
GO:0034271,phosphatidylinositol 3-kinase complex I,cytosol,C
GO:0034272,phosphatidylinositol 3-kinase complex II,cytosol,C
GO:0034273,Atg1p signaling complex,other cellular component,C
GO:0034274,Atg12-Atg5-Atg16 complex,other cellular component,C
GO:0034275,kynurenic acid metabolic process,other metabolic processes,P
GO:0034276,kynurenic acid biosynthetic process,other metabolic processes,P
GO:0034277,"ent-cassa-12,15-diene synthase activity",other molecular function,F
GO:0034278,stemar-13-ene synthase activity,other molecular function,F
GO:0034279,"syn-pimara-7,15-diene synthase activity",other molecular function,F
GO:0034280,ent-sandaracopimaradiene synthase activity,other molecular function,F
GO:0034281,ent-isokaurene synthase activity,other molecular function,F
GO:0034282,"ent-pimara-8(14),15-diene synthase activity",other molecular function,F
GO:0034283,syn-stemod-13(17)-ene synthase activity,other molecular function,F
GO:0034284,response to monosaccharide stimulus,other biological processes,P
GO:0034285,response to disaccharide stimulus,other biological processes,P
GO:0034286,response to maltose stimulus,other biological processes,P
GO:0034287,detection of monosaccharide stimulus,other biological processes,P
GO:0034288,detection of disaccharide stimulus,other biological processes,P
GO:0034289,detection of maltose stimulus,other biological processes,P
GO:0034290,holin activity,transporter activity,F
GO:0034291,canonical holin activity,transporter activity,F
GO:0034292,pinholin activity,transporter activity,F
GO:0034293,sexual sporulation,other biological processes,P
GO:0034294,sexual spore wall assembly,cell organization and biogenesis,P
GO:0034295,basidiospore formation,other biological processes,P
GO:0034296,zygospore formation,other biological processes,P
GO:0034297,oidium formation,other biological processes,P
GO:0034298,arthrospore formation,other biological processes,P
GO:0034299,reproductive blastospore formation,other biological processes,P
GO:0034300,sporangiospore formation,other biological processes,P
GO:0034301,endospore formation,other biological processes,P
GO:0034302,akinete formation,other biological processes,P
GO:0034303,myxospore formation,other biological processes,P
GO:0034304,actinomycete-type spore formation,other biological processes,P
GO:0034305,regulation of asexual sporulation,other biological processes,P
GO:0034306,regulation of sexual sporulation,other biological processes,P
GO:0034307,regulation of ascospore formation,other biological processes,P
GO:0034308,monohydric alcohol metabolic process,other metabolic processes,P
GO:0034309,monohydric alcohol biosynthetic process,other metabolic processes,P
GO:0034310,monohydric alcohol catabolic process,other metabolic processes,P
GO:0034311,diol metabolic process,other metabolic processes,P
GO:0034312,diol biosynthetic process,other metabolic processes,P
GO:0034313,diol catabolic process,other metabolic processes,P
GO:0034314,Arp2/3 complex-mediated actin nucleation,cell organization and biogenesis,P
GO:0034315,regulation of Arp2/3 complex-mediated actin nucleation,cell organization and biogenesis,P
GO:0034316,negative regulation of Arp2/3 complex-mediated actin nucleation,cell organization and biogenesis,P
GO:0034317,nicotinic acid riboside kinase activity,kinase activity,F
GO:0034318,alcohol O-acyltransferase activity,other molecular function,F
GO:0034319,alcohol O-butanoyltransferase activity,other molecular function,F
GO:0034320,alcohol O-hexanoyltransferase activity,other molecular function,F
GO:0034321,alcohol O-octanoyltransferase activity,other molecular function,F
GO:0034322,alcohol O-decanoyltransferase activity,other molecular function,F
GO:0034323,O-butanoyltransferase activity,other molecular function,F
GO:0034324,O-hexanoyltransferase activity,other molecular function,F
GO:0034325,O-decanoyltransferase activity,other molecular function,F
GO:0034326,butanoyltransferase activity,other molecular function,F
GO:0034327,hexanoyltransferase activity,other molecular function,F
GO:0034328,decanoyltransferase activity,other molecular function,F
GO:0034329,cell junction assembly,cell organization and biogenesis,P
GO:0034330,cell junction organization,cell organization and biogenesis,P
GO:0034331,cell junction maintenance,cell organization and biogenesis,P
GO:0034332,adherens junction organization,cell organization and biogenesis,P
GO:0034333,adherens junction assembly,cell organization and biogenesis,P
GO:0034334,adherens junction maintenance,cell organization and biogenesis,P
GO:0034336,misfolded RNA binding,nucleic acid binding activity,F
GO:0034337,RNA folding,RNA metabolism,P
GO:0034338,short-chain carboxylesterase activity,other molecular function,F
GO:0034339,regulation of transcription from RNA polymerase II promoter by nuclear hormone receptor,RNA metabolism,P
GO:0034340,response to type I interferon,stress response,P
GO:0034341,response to interferon-gamma,stress response,P
GO:0034342,response to type III interferon,stress response,P
GO:0034343,type III interferon production,other biological processes,P
GO:0034344,regulation of type III interferon production,other biological processes,P
GO:0034345,negative regulation of type III interferon production,other biological processes,P
GO:0034346,positive regulation of type III interferon production,other biological processes,P
GO:0034347,type III interferon binding,other molecular function,F
GO:0034348,type III interferon receptor activity,signal transduction activity,F
GO:0034349,glial cell apoptosis,death,P
GO:0034350,regulation of glial cell apoptosis,death,P
GO:0034351,negative regulation of glial cell apoptosis,death,P
GO:0034352,positive regulation of glial cell apoptosis,death,P
GO:0034353,RNA pyrophosphohydrolase activity,other molecular function,F
GO:0034354,de novo NAD biosynthetic process from tryptophan,other metabolic processes,P
GO:0034355,NAD salvage,other metabolic processes,P
GO:0034356,NAD biosynthesis via nicotinamide riboside salvage pathway,other metabolic processes,P
GO:0034357,photosynthetic membrane,other membranes,C
GO:0034358,plasma lipoprotein particle,non-structural extracellular,C
GO:0034359,mature chylomicron,non-structural extracellular,C
GO:0034360,chylomicron remnant,non-structural extracellular,C
GO:0034361,very-low-density lipoprotein particle,non-structural extracellular,C
GO:0034362,low-density lipoprotein particle,non-structural extracellular,C
GO:0034363,intermediate-density lipoprotein particle,non-structural extracellular,C
GO:0034364,high-density lipoprotein particle,non-structural extracellular,C
GO:0034365,discoidal high-density lipoprotein particle,non-structural extracellular,C
GO:0034366,spherical high-density lipoprotein particle,non-structural extracellular,C
GO:0034367,macromolecular complex remodeling,cell organization and biogenesis,P
GO:0034368,protein-lipid complex remodeling,cell organization and biogenesis,P
GO:0034369,plasma lipoprotein particle remodeling,cell organization and biogenesis,P
GO:0034370,triglyceride-rich lipoprotein particle remodeling,cell organization and biogenesis,P
GO:0034371,chylomicron remodeling,cell organization and biogenesis,P
GO:0034372,very-low-density lipoprotein particle remodeling,cell organization and biogenesis,P
GO:0034373,intermediate-density lipoprotein particle remodeling,cell organization and biogenesis,P
GO:0034374,low-density lipoprotein particle remodeling,cell organization and biogenesis,P
GO:0034375,high-density lipoprotein particle remodeling,cell organization and biogenesis,P
GO:0034376,conversion of discoidal high-density lipoprotein to spherical high-density lipoprotein,cell organization and biogenesis,P
GO:0034377,plasma lipoprotein particle assembly,cell organization and biogenesis,P
GO:0034378,chylomicron assembly,cell organization and biogenesis,P
GO:0034379,very-low-density lipoprotein particle assembly,cell organization and biogenesis,P
GO:0034380,high-density lipoprotein particle assembly,cell organization and biogenesis,P
GO:0034381,lipoprotein particle clearance,cell organization and biogenesis,P
GO:0034382,chylomicron remnant clearance,cell organization and biogenesis,P
GO:0034383,low-density lipoprotein particle clearance,cell organization and biogenesis,P
GO:0034384,high-density lipoprotein particle clearance,cell organization and biogenesis,P
GO:0034385,triglyceride-rich lipoprotein particle,non-structural extracellular,C
GO:0034386,4-aminobutyrate:2-oxoglutarate transaminase activity,other molecular function,F
GO:0034387,4-aminobutyrate:pyruvate transaminase activity,other molecular function,F
GO:0034388,Pwp2p-containing subcomplex of 90S preribosome,nucleus,C
GO:0034389,lipid particle organization,cell organization and biogenesis,P
GO:0034390,smooth muscle cell apoptosis,death,P
GO:0034391,regulation of smooth muscle cell apoptosis,death,P
GO:0034392,negative regulation of smooth muscle cell apoptosis,death,P
GO:0034393,positive regulation of smooth muscle cell apoptosis,death,P
GO:0034394,protein localization at cell surface,other biological processes,P
GO:0034395,regulation of transcription from RNA polymerase II promoter in response to iron,RNA metabolism,P
GO:0034396,negative regulation of transcription from RNA polymerase II promoter in response to iron,RNA metabolism,P
GO:0034397,telomere localization,cell organization and biogenesis,P
GO:0034398,telomere tethering at nuclear periphery,cell organization and biogenesis,P
GO:0034399,nuclear periphery,nucleus,C
GO:0034400,gerontoplast,other cellular component,C
GO:0034401,establishment or maintenance of chromatin architecture during transcription,cell organization and biogenesis,P
GO:0034402,recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex,RNA metabolism,P
GO:0034402,recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex,cell organization and biogenesis,P
GO:0034403,alignment of 3' and 5' splice sites of nuclear mRNA,RNA metabolism,P
GO:0034403,alignment of 3' and 5' splice sites of nuclear mRNA,cell organization and biogenesis,P
GO:0034404,"nucleobase, nucleoside and nucleotide biosynthetic process",other metabolic processes,P
GO:0034405,response to fluid shear stress,stress response,P
GO:0034406,cell wall beta-glucan metabolic process,other metabolic processes,P
GO:0034407,"cell wall 1,3-beta-glucan metabolic process",other metabolic processes,P
GO:0034408,ascospore wall beta-glucan metabolic process,other metabolic processes,P
GO:0034409,"ascospore wall 1,3-beta-glucan metabolic process",other metabolic processes,P
GO:0034410,cell wall beta-glucan biosynthetic process,other metabolic processes,P
GO:0034411,"cell wall 1,3-beta-glucan biosynthetic process",other metabolic processes,P
