GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust,ParentTerm,pattern,percHits
GO:0061157,0.00146348584575614,0.9998168171000644,8,12,mRNA destabilization,BP,0.04353592607860301,mRNA processing,Early,66.66666666666666
GO:0000018,0.00146617402375397,0.9994591865183736,22,51,regulation of DNA recombination,BP,0.04353592607860301,DNA metabolic process,Early,43.13725490196079
GO:0046621,0.00146857721226664,0.9995946974728442,15,30,negative regulation of organ growth,BP,0.04353592607860301,regulation of developmental process,Early,50
GO:0010563,0.00147034676042779,0.999052975405978,91,292,negative regulation of phosphorus metabolic process,BP,0.04353592607860301,regulation of nucleobase-containing compound metabolic process,Early,31.164383561643838
GO:0045936,0.00147034676042779,0.999052975405978,91,292,negative regulation of phosphate metabolic process,BP,0.04353592607860301,regulation of nucleobase-containing compound metabolic process,Early,31.164383561643838
GO:0060964,0.00147038654272165,0.999594140951686,15,30,regulation of miRNA-mediated gene silencing,BP,0.04353592607860301,regulation of nucleobase-containing compound metabolic process,Early,50
GO:0031503,0.00155407442408449,0.9991253301746458,55,163,protein-containing complex localization,BP,0.04579777070412383,protein-containing complex localization,Early,33.74233128834356
GO:0034728,0.00162605452387575,0.9992268908837392,35,93,nucleosome organization,BP,0.04762089072955584,chromatin organization,Early,37.634408602150536
GO:0065004,0.00165803726927479,0.9991650842916044,40,110,protein-DNA complex assembly,BP,0.04848214257408954,chromatin organization,Early,36.36363636363637
GO:1902100,0.0016852258900785,0.9996915860463188,10,17,negative regulation of metaphase/anaphase transition of cell cycle,BP,0.04900430253764108,chromosome organization,Early,58.82352941176471
GO:1905819,0.0016852258900785,0.9996915860463188,10,17,negative regulation of chromosome separation,BP,0.04900430253764108,cell cycle,Early,58.82352941176471
